province,district,subdistrict,population_63,household_63,region,avg_income_62,employ_62,unemploy_62,poor_people_62
อุดรธานี,เมืองอุดรธานี,ตำบลหมูม่น ,8013,4012,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,เมืองอุดรธานี,ตำบลเชียงยืน ,16853,5527,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,เมืองอุดรธานี,ตำบลหนองนาคำ ,17265,6058,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,เมืองอุดรธานี,ตำบลกุดสระ ,9334,3807,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,เมืองอุดรธานี,ตำบลนาดี ,5952,2413,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,เมืองอุดรธานี,ตำบลบ้านเลื่อม ,2187,986,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,เมืองอุดรธานี,ตำบลเชียงพิณ ,12793,4782,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,เมืองอุดรธานี,ตำบลสามพร้าว ,19197,9074,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,เมืองอุดรธานี,ตำบลหนองไฮ ,13423,3870,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,เมืองอุดรธานี,ตำบลนาข่า ,6420,2171,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,เมืองอุดรธานี,ตำบลบ้านจั่น ,9344,4257,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,เมืองอุดรธานี,ตำบลหนองขอนกว้าง ,8264,3463,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,เมืองอุดรธานี,ตำบลโคกสะอาด ,4907,1760,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,เมืองอุดรธานี,ตำบลนากว้าง ,7220,2314,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,กุดจับ,ตำบลกุดจับ ,6331,1840,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,กุดจับ,ตำบลปะโค ,9172,2619,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,กุดจับ,ตำบลขอนยูง ,9471,2637,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,กุดจับ,ตำบลเชียงเพ็ง ,5562,1669,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,กุดจับ,ตำบลสร้างก่อ ,5174,1512,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,กุดจับ,ตำบลเมืองเพีย ,5552,2006,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,กุดจับ,ตำบลตาลเลียน ,2491,821,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,หนองวัวซอ,ตำบลหมากหญ้า ,5758,1471,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,หนองวัวซอ,ตำบลหนองอ้อ ,5310,1361,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,หนองวัวซอ,ตำบลอูบมุง ,8519,2142,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,หนองวัวซอ,ตำบลกุดหมากไฟ ,7887,1973,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,หนองวัวซอ,ตำบลน้ำพ่น ,7094,1833,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,หนองวัวซอ,ตำบลหนองบัวบาน ,6109,1688,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,หนองวัวซอ,ตำบลโนนหวาย ,3540,861,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,หนองวัวซอ,ตำบลหนองวัวซอ ,690,250,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,กุมภวาปี,ตำบลตูมใต้ ,6995,2085,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,กุมภวาปี,ตำบลพันดอน ,11701,3294,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,กุมภวาปี,ตำบลแชแล ,10175,2950,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,กุมภวาปี,ตำบลเชียงแหว ,8605,2348,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,กุมภวาปี,ตำบลเสอเพลอ ,11868,3478,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,กุมภวาปี,ตำบลสีออ ,4524,1189,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,กุมภวาปี,ตำบลผาสุก ,6292,1872,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,กุมภวาปี,ตำบลท่าลี่ ,9817,2606,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,กุมภวาปี,ตำบลกุมภวาปี ,4459,1640,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,โนนสะอาด,ตำบลโนนสะอาด ,4279,1464,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,โนนสะอาด,ตำบลบุ่งแก้ว ,11060,2724,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,โนนสะอาด,ตำบลโพธิ์ศรีสำราญ ,8314,2061,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,โนนสะอาด,ตำบลทมนางาม ,7498,2028,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,โนนสะอาด,ตำบลหนองกุงศรี ,6915,1829,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,โนนสะอาด,ตำบลโคกกลาง ,7297,1878,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,หนองหาน,ตำบลหนองหาน ,12151,4371,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,หนองหาน,ตำบลหนองเม็ก ,6881,2083,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,หนองหาน,ตำบลพังงู ,9680,2704,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,หนองหาน,ตำบลสะแบง ,8107,2496,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,หนองหาน,ตำบลสร้อยพร้าว ,5982,1706,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,หนองหาน,ตำบลบ้านเชียง ,5154,1732,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,หนองหาน,ตำบลบ้านยา ,5242,1532,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,หนองหาน,ตำบลโพนงาม ,14110,4091,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,หนองหาน,ตำบลผักตบ ,8828,2461,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,หนองหาน,ตำบลดอนหายโศก ,6822,1997,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,หนองหาน,ตำบลหนองสระปลา ,5830,1707,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ทุ่งฝน,ตำบลทุ่งฝน ,5627,1852,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ทุ่งฝน,ตำบลทุ่งใหญ่ ,9504,2615,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ทุ่งฝน,ตำบลนาชุมแสง ,6327,1696,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ทุ่งฝน,ตำบลนาทม ,3596,1000,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ไชยวาน,ตำบลไชยวาน ,5347,1432,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ไชยวาน,ตำบลหนองหลัก ,10080,2476,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ไชยวาน,ตำบลคำเลาะ ,8338,2077,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ศรีธาตุ,ตำบลศรีธาตุ ,2560,698,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ศรีธาตุ,ตำบลบ้านโปร่ง ,5542,1540,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ศรีธาตุ,ตำบลหนองนกเขียน ,4283,1144,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ศรีธาตุ,ตำบลนายูง ,5008,1427,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ศรีธาตุ,ตำบลตาดทอง ,6310,1810,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,วังสามหมอ,ตำบลหนองกุงทับม้า ,8118,2516,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,วังสามหมอ,ตำบลหนองหญ้าไซ ,7845,2054,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,วังสามหมอ,ตำบลบะยาว ,9709,2565,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,วังสามหมอ,ตำบลคำโคกสูง ,5743,1504,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,วังสามหมอ,ตำบลวังสามหมอ ,41,2,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,บ้านดุง,ตำบลศรีสุทโธ ,119,1,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,บ้านดุง,ตำบลบ้านดุง ,12368,3833,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,บ้านดุง,ตำบลดงเย็น ,6873,1909,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,บ้านดุง,ตำบลโพนสูง ,11543,3574,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,บ้านดุง,ตำบลอ้อมกอ ,8737,2629,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,บ้านดุง,ตำบลบ้านจันทน์ ,14373,4021,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,บ้านดุง,ตำบลบ้านชัย ,8819,2570,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,บ้านดุง,ตำบลนาไหม ,10493,2832,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,บ้านดุง,ตำบลถ่อนนาลับ ,5484,1611,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,บ้านดุง,ตำบลวังทอง ,6193,1826,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,บ้านดุง,ตำบลบ้านม่วง ,9136,2833,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,บ้านดุง,ตำบลบ้านตาด ,7204,2052,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,บ้านดุง,ตำบลนาคำ ,10234,2754,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,บ้านผือ,ตำบลบ้านผือ ,4943,1530,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,บ้านผือ,ตำบลหายโศก ,11327,3689,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,บ้านผือ,ตำบลเขือน้ำ ,9668,2884,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,บ้านผือ,ตำบลคำบง ,7086,2313,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,บ้านผือ,ตำบลโนนทอง ,10922,2874,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,บ้านผือ,ตำบลข้าวสาร ,5739,1778,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,บ้านผือ,ตำบลจำปาโมง ,10349,2855,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,บ้านผือ,ตำบลกลางใหญ่ ,8847,2857,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,บ้านผือ,ตำบลเมืองพาน ,8664,2418,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,บ้านผือ,ตำบลคำด้วง ,6924,2365,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,บ้านผือ,ตำบลหนองหัวคู ,7556,2184,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,บ้านผือ,ตำบลบ้านค้อ ,3125,1007,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,บ้านผือ,ตำบลหนองแวง ,7060,1929,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,น้ำโสม,ตำบลนางัว ,4257,1489,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,น้ำโสม,ตำบลน้ำโสม ,4481,1749,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,น้ำโสม,ตำบลหนองแวง ,8378,2606,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,น้ำโสม,ตำบลบ้านหยวก ,9994,2935,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,น้ำโสม,ตำบลโสมเยี่ยม ,4389,1379,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,น้ำโสม,ตำบลศรีสำราญ ,3572,1207,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,น้ำโสม,ตำบลสามัคคี ,6129,1826,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,เพ็ญ,ตำบลเพ็ญ ,10248,3534,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,เพ็ญ,ตำบลนาพู่ ,12594,3807,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,เพ็ญ,ตำบลเชียงหวาง ,14981,4843,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,เพ็ญ,ตำบลสุมเส้า ,12313,3728,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,เพ็ญ,ตำบลนาบัว ,6824,1935,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,เพ็ญ,ตำบลบ้านเหล่า ,8902,2404,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,เพ็ญ,ตำบลจอมศรี ,10725,3052,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,เพ็ญ,ตำบลเตาไห ,6073,1707,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,เพ็ญ,ตำบลโคกกลาง ,7596,2261,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,เพ็ญ,ตำบลสร้างแป้น ,6161,1898,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,สร้างคอม,ตำบลสร้างคอม ,9,1,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,สร้างคอม,ตำบลเชียงดา ,3519,1006,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,สร้างคอม,ตำบลบ้านยวด ,4240,1208,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,สร้างคอม,ตำบลบ้านโคก ,7523,2395,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,สร้างคอม,ตำบลนาสะอาด ,2417,723,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,สร้างคอม,ตำบลบ้านหินโงม ,4170,1149,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,หนองแสง,ตำบลหนองแสง ,4582,1237,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,หนองแสง,ตำบลแสงสว่าง ,3657,932,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,หนองแสง,ตำบลนาดี ,6646,1730,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,หนองแสง,ตำบลทับกุง ,8431,2816,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,นายูง,ตำบลนายูง ,8564,3047,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,นายูง,ตำบลบ้านก้อง ,7047,2392,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,นายูง,ตำบลนาแค ,4782,1500,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,นายูง,ตำบลโนนทอง ,8263,2704,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,พิบูลย์รักษ์,ตำบลบ้านแดง ,9198,3235,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,พิบูลย์รักษ์,ตำบลนาทราย ,8116,2589,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,พิบูลย์รักษ์,ตำบลดอนกลอย ,7331,2435,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,กู่แก้ว,ตำบลบ้านจีต ,5673,1909,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,กู่แก้ว,ตำบลโนนทองอินทร์ ,4659,1306,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,กู่แก้ว,ตำบลค้อใหญ่ ,3537,985,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,กู่แก้ว,ตำบลคอนสาย ,8241,2578,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ประจักษ์ศิลปาคม,ตำบลนาม่วง ,10667,3006,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ประจักษ์ศิลปาคม,ตำบลห้วยสามพาด ,7072,2108,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ประจักษ์ศิลปาคม,ตำบลอุ่มจาน ,7833,2079,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ท้องถิ่นเทศบาลตำบลหนองหว้า,ตำบลหนองหว้า ,8174,2014,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ท้องถิ่นเทศบาลตำบลหัวนาคำ,ตำบลหัวนาคำ ,11168,3101,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ท้องถิ่นเทศบาลตำบลหัวนาคำ,ตำบลหนองนกเขียน ,191,52,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ท้องถิ่นเทศบาลตำบลผาสุก,ตำบลผาสุก ,15841,4714,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ท้องถิ่นเทศบาลตำบลโพนสูง,ตำบลโพนสูง ,7402,1855,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ท้องถิ่นเทศบาลตำบลจำปี,ตำบลจำปี ,8210,2172,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ท้องถิ่นเทศบาลตำบลสร้างคอม,ตำบลสร้างคอม ,7389,2597,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ท้องถิ่นเทศบาลตำบลบ้านธาตุ,ตำบลบ้านธาตุ ,16920,5103,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ท้องถิ่นเทศบาลตำบลเวียงคำ,ตำบลเวียงคำ ,10490,3190,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ท้องถิ่นเทศบาลตำบลลำพันชาด,ตำบลวังสามหมอ ,5579,1984,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ท้องถิ่นเทศบาลตำบลหนองไผ่,ตำบลหนองไผ่ ,9443,2713,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ท้องถิ่นเทศบาลตำบลหนองไผ่,ตำบลหนองไผ่ ,8831,2687,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ท้องถิ่นเทศบาลตำบลปะโค,ตำบลปะโค ,11287,3398,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ท้องถิ่นเทศบาลตำบลแสงสว่าง,ตำบลแสงสว่าง ,4016,968,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ท้องถิ่นเทศบาลตำบลเพ็ญ,ตำบลเพ็ญ ,2785,1578,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ท้องถิ่นเทศบาลตำบลน้ำโสม,ตำบลน้ำโสม ,7702,2252,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ท้องถิ่นเทศบาลตำบลน้ำโสม,ตำบลศรีสำราญ ,969,295,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ท้องถิ่นเทศบาลตำบลนางัว,ตำบลนางัว ,4780,1693,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ท้องถิ่นเทศบาลตำบลนางัว,ตำบลศรีสำราญ ,4325,1717,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ท้องถิ่นเทศบาลตำบลบ้านผือ,ตำบลบ้านผือ ,7598,4025,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ท้องถิ่นเทศบาลเมืองบ้านดุง,ตำบลศรีสุทโธ ,13637,5727,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ท้องถิ่นเทศบาลเมืองบ้านดุง,ตำบลบ้านดุง ,1814,551,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ท้องถิ่นเทศบาลตำบลวังสามหมอ,ตำบลวังสามหมอ ,6005,2798,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ท้องถิ่นเทศบาลตำบลศรีธาตุ,ตำบลศรีธาตุ ,5433,1880,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ท้องถิ่นเทศบาลตำบลไชยวาน,ตำบลไชยวาน ,8297,2351,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ท้องถิ่นเทศบาลตำบลทุ่งฝน,ตำบลทุ่งฝน ,7221,2180,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ท้องถิ่นเทศบาลตำบลหนองหาน,ตำบลหนองหาน ,4248,1868,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ท้องถิ่นเทศบาลตำบลหนองเม็ก,ตำบลหนองเม็ก ,8247,2230,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ท้องถิ่นเทศบาลตำบลบ้านเชียง,ตำบลบ้านเชียง ,5949,1960,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ท้องถิ่นเทศบาลตำบลโนนสะอาด,ตำบลโนนสะอาด ,4489,1738,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ท้องถิ่นเทศบาลตำบลห้วยเกิ้ง,ตำบลห้วยเกิ้ง ,5308,1684,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ท้องถิ่นเทศบาลตำบลพันดอน,ตำบลพันดอน ,5567,2599,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ท้องถิ่นเทศบาลตำบลกุมภวาปี,ตำบลกุมภวาปี ,8215,4457,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
อุดรธานี,ท้องถิ่นเทศบาลตำบลภูผาแดง,ตำบลหนองอ้อ ,3931,1079,ภาคตะวันออกเฉียงเหนือ,25766.53,613800.86,945.13,51568.44
