province,district,subdistrict,population_63,household_63
จังหวัดสกลนคร ,บ้านม่วง,ตำบลดงเหนือ ,7337,2226
จังหวัดสกลนคร ,บ้านม่วง,ตำบลดงหม้อทองใต้ ,8654,2338
จังหวัดสกลนคร ,บ้านม่วง,ตำบลห้วยหลัว ,7712,2106
จังหวัดสกลนคร ,บ้านม่วง,ตำบลโนนสะอาด ,5702,1731
จังหวัดสกลนคร ,บ้านม่วง,ตำบลหนองกวั่ง ,9627,2732
จังหวัดสกลนคร ,บ้านม่วง,ตำบลบ่อแก้ว ,9737,2785
จังหวัดสกลนคร ,อากาศอำนวย,ตำบลอากาศ ,7916,3089
จังหวัดสกลนคร ,อากาศอำนวย,ตำบลโพนแพง ,9658,3470
จังหวัดสกลนคร ,อากาศอำนวย,ตำบลวาใหญ่ ,9552,3899
จังหวัดสกลนคร ,อากาศอำนวย,ตำบลโพนงาม ,8657,2627
จังหวัดสกลนคร ,อากาศอำนวย,ตำบลท่าก้อน ,5897,1648
จังหวัดสกลนคร ,อากาศอำนวย,ตำบลนาฮี ,5466,1699
จังหวัดสกลนคร ,อากาศอำนวย,ตำบลบะหว้า ,6882,2123
จังหวัดสกลนคร ,สว่างแดนดิน,ตำบลสว่างแดนดิน ,21821,7115
จังหวัดสกลนคร ,สว่างแดนดิน,ตำบลคำสะอาด ,10953,3344
จังหวัดสกลนคร ,สว่างแดนดิน,ตำบลบ้านต้าย ,6478,1864
จังหวัดสกลนคร ,สว่างแดนดิน,ตำบลบงเหนือ ,10699,2912
จังหวัดสกลนคร ,สว่างแดนดิน,ตำบลโพนสูง ,6197,1687
จังหวัดสกลนคร ,สว่างแดนดิน,ตำบลโคกสี ,11567,3445
จังหวัดสกลนคร ,สว่างแดนดิน,ตำบลหนองหลวง ,8132,2242
จังหวัดสกลนคร ,สว่างแดนดิน,ตำบลค้อใต้ ,6687,1850
จังหวัดสกลนคร ,สว่างแดนดิน,ตำบลพันนา ,6793,1891
จังหวัดสกลนคร ,สว่างแดนดิน,ตำบลแวง ,6270,1707
จังหวัดสกลนคร ,สว่างแดนดิน,ตำบลทรายมูล ,7125,2008
จังหวัดสกลนคร ,สว่างแดนดิน,ตำบลตาลโกน ,6007,1564
จังหวัดสกลนคร ,สว่างแดนดิน,ตำบลตาลเนิ้ง ,4939,1268
จังหวัดสกลนคร ,สว่างแดนดิน,ตำบลธาตุทอง ,5940,1618
จังหวัดสกลนคร ,สว่างแดนดิน,ตำบลบ้านถ่อน ,8654,2570
จังหวัดสกลนคร ,ส่องดาว,ตำบลส่องดาว ,5605,1467
จังหวัดสกลนคร ,ส่องดาว,ตำบลท่าศิลา ,10634,2810
จังหวัดสกลนคร ,ส่องดาว,ตำบลวัฒนา ,6855,1761
จังหวัดสกลนคร ,ส่องดาว,ตำบลปทุมวาปี ,6426,1616
จังหวัดสกลนคร ,เต่างอย,ตำบลเต่างอย ,5857,2319
จังหวัดสกลนคร ,เต่างอย,ตำบลบึงทวาย ,5629,2016
จังหวัดสกลนคร ,เต่างอย,ตำบลนาตาล ,5647,1715
จังหวัดสกลนคร ,เต่างอย,ตำบลจันทร์เพ็ญ ,7239,2530
จังหวัดสกลนคร ,โคกศรีสุพรรณ,ตำบลเหล่าโพนค้อ ,5665,2119
จังหวัดสกลนคร ,โคกศรีสุพรรณ,ตำบลด่านม่วงคำ ,7195,2480
จังหวัดสกลนคร ,โคกศรีสุพรรณ,ตำบลแมดนาท่ม ,8950,2935
จังหวัดสกลนคร ,เจริญศิลป์,ตำบลบ้านเหล่า ,12458,3422
จังหวัดสกลนคร ,เจริญศิลป์,ตำบลเจริญศิลป์ ,6912,1957
จังหวัดสกลนคร ,เจริญศิลป์,ตำบลทุ่งแก ,5261,1514
จังหวัดสกลนคร ,เจริญศิลป์,ตำบลโคกศิลา ,4881,1228
จังหวัดสกลนคร ,เจริญศิลป์,ตำบลหนองแปน ,8780,2353
จังหวัดสกลนคร ,โพนนาแก้ว,ตำบลบ้านโพน ,6569,2393
จังหวัดสกลนคร ,โพนนาแก้ว,ตำบลนาแก้ว ,11417,4055
จังหวัดสกลนคร ,โพนนาแก้ว,ตำบลนาตงวัฒนา ,6886,2642
จังหวัดสกลนคร ,โพนนาแก้ว,ตำบลบ้านแป้น ,7059,2613
จังหวัดสกลนคร ,โพนนาแก้ว,ตำบลเชียงสือ ,4924,1788
จังหวัดสกลนคร ,ภูพาน,ตำบลสร้างค้อ ,10691,3765
จังหวัดสกลนคร ,ภูพาน,ตำบลหลุบเลา ,7234,2418
จังหวัดสกลนคร ,ภูพาน,ตำบลโคกภู ,13845,4703
จังหวัดสกลนคร ,ภูพาน,ตำบลกกปลาซิว ,4190,1452
จังหวัดสกลนคร ,ท้องถิ่นเทศบาลตำบลคำบ่อ,ตำบลคำบ่อ ,13836,4108
จังหวัดสกลนคร ,ท้องถิ่นเทศบาลตำบลตองโขบ,ตำบลตองโขบ ,12611,5651
จังหวัดสกลนคร ,ท้องถิ่นเทศบาลตำบลบงใต้,ตำบลบงใต้ ,10183,2955
จังหวัดสกลนคร ,ท้องถิ่นเทศบาลตำบลสามัคคีพัฒนา,ตำบลสามัคคีพัฒนา ,9010,2369
จังหวัดสกลนคร ,ท้องถิ่นเทศบาลตำบลเชียงเครือ,ตำบลเชียงเครือ ,17243,5974
จังหวัดสกลนคร ,ท้องถิ่นเทศบาลตำบลเจริญศิลป์,ตำบลเจริญศิลป์ ,4626,1647
จังหวัดสกลนคร ,ท้องถิ่นเทศบาลตำบลเจริญศิลป์,ตำบลทุ่งแก ,2233,602
จังหวัดสกลนคร ,ท้องถิ่นเทศบาลตำบลส่องดาว,ตำบลส่องดาว ,4000,1313
จังหวัดสกลนคร ,ท้องถิ่นเทศบาลตำบลส่องดาว,ตำบลปทุมวาปี ,935,238
จังหวัดสกลนคร ,ท้องถิ่นเทศบาลตำบลสว่างแดนดิน,ตำบลสว่างแดนดิน ,8291,4561
จังหวัดสกลนคร ,ท้องถิ่นเทศบาลตำบลดอนเขือง,ตำบลแวง ,4199,1241
จังหวัดสกลนคร ,ท้องถิ่นเทศบาลตำบลอากาศอำนวย,ตำบลอากาศ ,8984,3026
จังหวัดสกลนคร ,ท้องถิ่นเทศบาลตำบลบ้านม่วง,ตำบลม่วง ,3560,1480
จังหวัดสกลนคร ,ท้องถิ่นเทศบาลตำบลคำตากล้า,ตำบลคำตากล้า ,7314,2274
จังหวัดสกลนคร ,ท้องถิ่นเทศบาลตำบลวานรนิวาส,ตำบลวานรนิวาส ,5864,2370
จังหวัดสกลนคร ,ท้องถิ่นเทศบาลตำบลวาริชภูมิ,ตำบลวาริชภูมิ ,2858,1335
จังหวัดสกลนคร ,ท้องถิ่นเทศบาลตำบลพังโคน,ตำบลพังโคน ,6474,3935
จังหวัดสกลนคร ,ท้องถิ่นเทศบาลตำบลพรรณานิคม,ตำบลพรรณา ,2433,1448
จังหวัดสกลนคร ,ท้องถิ่นเทศบาลตำบลกุดบาก,ตำบลกุดบาก ,5123,1845
จังหวัดสกลนคร ,ท้องถิ่นเทศบาลตำบลกุสุมาลย์,ตำบลกุสุมาลย์ ,4065,1689
จังหวัดสกลนคร ,ท้องถิ่นเทศบาลตำบลท่าแร่,ตำบลท่าแร่ ,6714,2323
จังหวัดสกลนคร ,ท้องถิ่นเทศบาลตำบลดงมะไฟ,ตำบลขมิ้น ,5947,2258
จังหวัดสกลนคร ,ท้องถิ่นเทศบาลนครสกลนคร,ตำบลธาตุเชิงชุม ,51331,28316
จังหวัดนครพนม ,เมืองนครพนม,ตำบลนาทราย ,5603,1583
จังหวัดนครพนม ,เมืองนครพนม,ตำบลนาราชควาย ,7713,2584
จังหวัดนครพนม ,เมืองนครพนม,ตำบลกุรุคุ ,8025,2557
จังหวัดนครพนม ,เมืองนครพนม,ตำบลบ้านผึ้ง ,16887,5055
จังหวัดนครพนม ,เมืองนครพนม,ตำบลอาจสามารถ ,7535,2405
จังหวัดนครพนม ,เมืองนครพนม,ตำบลขามเฒ่า ,8871,2688
จังหวัดนครพนม ,เมืองนครพนม,ตำบลบ้านกลาง ,8498,2371
จังหวัดนครพนม ,เมืองนครพนม,ตำบลท่าค้อ ,9016,2911
จังหวัดนครพนม ,เมืองนครพนม,ตำบลคำเตย ,12524,3385
จังหวัดนครพนม ,เมืองนครพนม,ตำบลหนองญาติ ,10904,3913
จังหวัดนครพนม ,เมืองนครพนม,ตำบลดงขวาง ,6511,1784
จังหวัดนครพนม ,เมืองนครพนม,ตำบลวังตามัว ,9011,2524
จังหวัดนครพนม ,เมืองนครพนม,ตำบลโพธิ์ตาก ,6935,1928
จังหวัดนครพนม ,ปลาปาก,ตำบลปลาปาก ,7024,2265
จังหวัดนครพนม ,ปลาปาก,ตำบลหนองฮี ,7886,2962
จังหวัดนครพนม ,ปลาปาก,ตำบลกุตาไก้ ,9113,2654
จังหวัดนครพนม ,ปลาปาก,ตำบลโคกสว่าง ,4789,1695
จังหวัดนครพนม ,ปลาปาก,ตำบลโคกสูง ,5493,1980
จังหวัดนครพนม ,ปลาปาก,ตำบลมหาชัย ,6176,1909
จังหวัดนครพนม ,ปลาปาก,ตำบลนามะเขือ ,6639,1705
จังหวัดนครพนม ,ปลาปาก,ตำบลหนองเทาใหญ่ ,3345,1047
จังหวัดนครพนม ,ท่าอุเทน,ตำบลโนนตาล ,7411,2123
จังหวัดนครพนม ,ท่าอุเทน,ตำบลท่าจำปา ,8904,2479
จังหวัดนครพนม ,ท่าอุเทน,ตำบลไชยบุรี ,8466,2676
จังหวัดนครพนม ,ท่าอุเทน,ตำบลพนอม ,5263,1563
จังหวัดนครพนม ,ท่าอุเทน,ตำบลพะทาย ,5123,1469
จังหวัดนครพนม ,ท่าอุเทน,ตำบลเวินพระบาท ,6318,1809
จังหวัดนครพนม ,ท่าอุเทน,ตำบลรามราช ,8843,2179
จังหวัดนครพนม ,ท่าอุเทน,ตำบลหนองเทา ,4436,1371
จังหวัดนครพนม ,บ้านแพง,ตำบลบ้านแพง ,12,1
จังหวัดนครพนม ,บ้านแพง,ตำบลไผ่ล้อม ,3280,1104
จังหวัดนครพนม ,บ้านแพง,ตำบลโพนทอง ,5742,1713
จังหวัดนครพนม ,บ้านแพง,ตำบลหนองแวง ,9877,2921
จังหวัดนครพนม ,บ้านแพง,ตำบลนางัว ,5323,1583
จังหวัดนครพนม ,บ้านแพง,ตำบลนาเข ,2287,677
จังหวัดนครพนม ,ธาตุพนม,ตำบลธาตุพนม ,4014,1635
จังหวัดนครพนม ,ธาตุพนม,ตำบลฝั่งแดง ,6802,2179
จังหวัดนครพนม ,ธาตุพนม,ตำบลโพนแพง ,4877,1329
จังหวัดนครพนม ,ธาตุพนม,ตำบลพระกลางทุ่ง ,7458,2458
จังหวัดนครพนม ,ธาตุพนม,ตำบลนาถ่อน ,8563,2584
จังหวัดนครพนม ,ธาตุพนม,ตำบลแสนพัน ,3846,1199
จังหวัดนครพนม ,ธาตุพนม,ตำบลดอนนางหงส์ ,6654,1911
จังหวัดนครพนม ,ธาตุพนม,ตำบลน้ำก่ำ ,12335,3383
จังหวัดนครพนม ,ธาตุพนม,ตำบลอุ่มเหม้า ,5832,1727
จังหวัดนครพนม ,ธาตุพนม,ตำบลนาหนาด ,5701,1623
จังหวัดนครพนม ,ธาตุพนม,ตำบลกุดฉิม ,4376,1194
จังหวัดนครพนม ,ธาตุพนม,ตำบลธาตุพนมเหนือ ,1827,645
จังหวัดนครพนม ,เรณูนคร,ตำบลเรณู ,4776,1688
จังหวัดนครพนม ,เรณูนคร,ตำบลโพนทอง ,4246,1426
จังหวัดนครพนม ,เรณูนคร,ตำบลท่าลาด ,3117,923
จังหวัดนครพนม ,เรณูนคร,ตำบลนางาม ,8949,2689
จังหวัดนครพนม ,เรณูนคร,ตำบลโคกหินแฮ่ ,7166,1991
จังหวัดนครพนม ,เรณูนคร,ตำบลหนองย่างชิ้น ,4366,1333
จังหวัดนครพนม ,เรณูนคร,ตำบลเรณูใต้ ,4963,1597
จังหวัดนครพนม ,เรณูนคร,ตำบลนาขาม ,3914,1165
จังหวัดนครพนม ,นาแก,ตำบลนาแก ,4334,1573
จังหวัดนครพนม ,นาแก,ตำบลพระซอง ,7320,1992
จังหวัดนครพนม ,นาแก,ตำบลหนองสังข์ ,7368,2334
จังหวัดนครพนม ,นาแก,ตำบลนาคู่ ,6442,1850
จังหวัดนครพนม ,นาแก,ตำบลพิมาน ,6237,1874
จังหวัดนครพนม ,นาแก,ตำบลพุ่มแก ,6955,1967
จังหวัดนครพนม ,นาแก,ตำบลก้านเหลือง ,8060,2329
จังหวัดนครพนม ,นาแก,ตำบลหนองบ่อ ,6306,1784
จังหวัดนครพนม ,นาแก,ตำบลนาเลียง ,4120,1172
จังหวัดนครพนม ,นาแก,ตำบลบ้านแก้ง ,6688,2109
จังหวัดนครพนม ,นาแก,ตำบลคำพี้ ,4806,1347
จังหวัดนครพนม ,นาแก,ตำบลสีชมพู ,3716,1059
จังหวัดนครพนม ,ศรีสงคราม,ตำบลศรีสงคราม ,3748,1151
จังหวัดนครพนม ,ศรีสงคราม,ตำบลนาเดื่อ ,7475,2262
จังหวัดนครพนม ,ศรีสงคราม,ตำบลบ้านเอื้อง ,11407,3124
จังหวัดนครพนม ,ศรีสงคราม,ตำบลสามผง ,8600,2749
จังหวัดนครพนม ,ศรีสงคราม,ตำบลท่าบ่อสงคราม ,4949,1517
จังหวัดนครพนม ,ศรีสงคราม,ตำบลบ้านข่า ,7090,2133
จังหวัดนครพนม ,ศรีสงคราม,ตำบลนาคำ ,10121,2998
จังหวัดนครพนม ,ศรีสงคราม,ตำบลโพนสว่าง ,5924,1711
จังหวัดนครพนม ,ศรีสงคราม,ตำบลหาดแพง ,5214,1541
จังหวัดนครพนม ,นาหว้า,ตำบลนาหว้า ,6396,2319
จังหวัดนครพนม ,นาหว้า,ตำบลนางัว ,5627,2112
จังหวัดนครพนม ,นาหว้า,ตำบลบ้านเสียว ,6654,2073
จังหวัดนครพนม ,นาหว้า,ตำบลนาคูณใหญ่ ,4780,1380
จังหวัดนครพนม ,นาหว้า,ตำบลเหล่าพัฒนา ,10343,3095
จังหวัดนครพนม ,นาหว้า,ตำบลท่าเรือ ,6085,1979
จังหวัดนครพนม ,โพนสวรรค์,ตำบลโพนสวรรค์ ,7742,2792
จังหวัดนครพนม ,โพนสวรรค์,ตำบลนาหัวบ่อ ,6067,1986
จังหวัดนครพนม ,โพนสวรรค์,ตำบลนาขมิ้น ,9641,2845
จังหวัดนครพนม ,โพนสวรรค์,ตำบลโพนบก ,6090,1761
จังหวัดนครพนม ,โพนสวรรค์,ตำบลบ้านค้อ ,13097,4233
จังหวัดนครพนม ,โพนสวรรค์,ตำบลโพนจาน ,4997,1822
จังหวัดนครพนม ,โพนสวรรค์,ตำบลนาใน ,4916,1358
จังหวัดนครพนม ,นาทม,ตำบลนาทม ,8524,2672
จังหวัดนครพนม ,นาทม,ตำบลหนองซน ,9377,2869
จังหวัดนครพนม ,นาทม,ตำบลดอนเตย ,5716,1849
จังหวัดนครพนม ,วังยาง,ตำบลวังยาง ,4949,1625
จังหวัดนครพนม ,วังยาง,ตำบลโคกสี ,3353,917
จังหวัดนครพนม ,วังยาง,ตำบลยอดชาด ,5009,1496
จังหวัดนครพนม ,วังยาง,ตำบลหนองโพธิ์ ,2178,644
จังหวัดนครพนม ,ท้องถิ่นเทศบาลตำบลปลาปาก,ตำบลปลาปาก ,3929,1566
จังหวัดนครพนม ,ท้องถิ่นเทศบาลตำบลโพนสวรรค์,ตำบลโพนสวรรค์ ,2625,1024
จังหวัดนครพนม ,ท้องถิ่นเทศบาลตำบลโพนสวรรค์,ตำบลโพนจาน ,2744,796
จังหวัดนครพนม ,ท้องถิ่นเทศบาลตำบลนาหว้า,ตำบลนาหว้า ,7574,2730
จังหวัดนครพนม ,ท้องถิ่นเทศบาลตำบลนาหว้า,ตำบลนางัว ,4619,1465
จังหวัดนครพนม ,ท้องถิ่นเทศบาลตำบลศรีสงคราม,ตำบลศรีสงคราม ,5061,2477
จังหวัดนครพนม ,ท้องถิ่นเทศบาลตำบลนาแก,ตำบลนาแก ,4384,2327
จังหวัดนครพนม ,ท้องถิ่นเทศบาลตำบลเรณูนคร,ตำบลเรณู ,3083,1106
จังหวัดนครพนม ,ท้องถิ่นเทศบาลตำบลเรณูนคร,ตำบลโพนทอง ,1420,585
จังหวัดนครพนม ,ท้องถิ่นเทศบาลตำบลธาตุพนม,ตำบลธาตุพนม ,6288,2808
จังหวัดนครพนม ,ท้องถิ่นเทศบาลตำบลธาตุพนม,ตำบลธาตุพนมเหนือ ,3743,1305
จังหวัดนครพนม ,ท้องถิ่นเทศบาลตำบลบ้านแพง,ตำบลบ้านแพง ,8813,3567
จังหวัดนครพนม ,ท้องถิ่นเทศบาลตำบลท่าอุเทน,ตำบลท่าอุเทน ,4839,1947
จังหวัดนครพนม ,ท้องถิ่นเทศบาลเมืองนครพนม,ตำบลในเมือง ,13751,9260
จังหวัดนครพนม ,ท้องถิ่นเทศบาลเมืองนครพนม,ตำบลหนองแสง ,4536,1903
จังหวัดนครพนม ,ท้องถิ่นเทศบาลเมืองนครพนม,ตำบลอาจสามารถ ,2981,1280
จังหวัดนครพนม ,ท้องถิ่นเทศบาลเมืองนครพนม,ตำบลหนองญาติ ,4825,2514
จังหวัดมุกดาหาร ,เมืองมุกดาหาร,ตำบลมุกดาหาร ,6473,3022
จังหวัดมุกดาหาร ,เมืองมุกดาหาร,ตำบลบ้านโคก ,8459,2277
จังหวัดมุกดาหาร ,เมืองมุกดาหาร,ตำบลบางทรายใหญ่ ,9145,3861
จังหวัดมุกดาหาร ,เมืองมุกดาหาร,ตำบลโพนทราย ,8572,2815
จังหวัดมุกดาหาร ,เมืองมุกดาหาร,ตำบลผึ่งแดด ,5657,1632
จังหวัดมุกดาหาร ,เมืองมุกดาหาร,ตำบลนาโสก ,10269,3072
จังหวัดมุกดาหาร ,เมืองมุกดาหาร,ตำบลนาสีนวน ,8425,2998
จังหวัดมุกดาหาร ,เมืองมุกดาหาร,ตำบลคำป่าหลาย ,13133,4292
จังหวัดมุกดาหาร ,เมืองมุกดาหาร,ตำบลดงมอน ,5681,1454
จังหวัดมุกดาหาร ,เมืองมุกดาหาร,ตำบลกุดแข้ ,3860,1149
จังหวัดมุกดาหาร ,นิคมคำสร้อย,ตำบลนิคมคำสร้อย ,3438,1022
จังหวัดมุกดาหาร ,นิคมคำสร้อย,ตำบลนากอก ,5123,1467
จังหวัดมุกดาหาร ,นิคมคำสร้อย,ตำบลหนองแวง ,7625,2249
จังหวัดมุกดาหาร ,นิคมคำสร้อย,ตำบลกกแดง ,5517,1675
จังหวัดมุกดาหาร ,นิคมคำสร้อย,ตำบลนาอุดม ,8481,2373
จังหวัดมุกดาหาร ,นิคมคำสร้อย,ตำบลโชคชัย ,3895,1227
จังหวัดมุกดาหาร ,ดอนตาล,ตำบลดอนตาล ,4420,1852
จังหวัดมุกดาหาร ,ดอนตาล,ตำบลโพธิ์ไทร ,4664,1470
จังหวัดมุกดาหาร ,ดอนตาล,ตำบลป่าไร่ ,9309,2618
จังหวัดมุกดาหาร ,ดอนตาล,ตำบลเหล่าหมี ,6990,1857
จังหวัดมุกดาหาร ,ดอนตาล,ตำบลบ้านบาก ,5932,1581
จังหวัดมุกดาหาร ,ดอนตาล,ตำบลนาสะเม็ง ,7461,2129
จังหวัดมุกดาหาร ,ดงหลวง,ตำบลดงหลวง ,8135,2542
จังหวัดมุกดาหาร ,ดงหลวง,ตำบลหนองบัว ,4646,1323
จังหวัดมุกดาหาร ,ดงหลวง,ตำบลกกตูม ,9358,3605
จังหวัดมุกดาหาร ,ดงหลวง,ตำบลหนองแคน ,5195,1548
จังหวัดมุกดาหาร ,ดงหลวง,ตำบลชะโนดน้อย ,5836,1584
จังหวัดมุกดาหาร ,ดงหลวง,ตำบลพังแดง ,5760,1500
จังหวัดมุกดาหาร ,คำชะอี,ตำบลบ้านซ่ง ,4278,1293
จังหวัดมุกดาหาร ,คำชะอี,ตำบลคำชะอี ,6928,2705
จังหวัดมุกดาหาร ,คำชะอี,ตำบลหนองเอี่ยน ,5384,1659
จังหวัดมุกดาหาร ,คำชะอี,ตำบลบ้านค้อ ,7295,2529
จังหวัดมุกดาหาร ,คำชะอี,ตำบลบ้านเหล่า ,5404,1542
จังหวัดมุกดาหาร ,คำชะอี,ตำบลโพนงาม ,5349,1439
จังหวัดมุกดาหาร ,คำชะอี,ตำบลเหล่าสร้างถ่อ ,4010,1058
จังหวัดมุกดาหาร ,คำชะอี,ตำบลคำบก ,2475,726
จังหวัดมุกดาหาร ,คำชะอี,ตำบลน้ำเที่ยง ,3512,1399
จังหวัดมุกดาหาร ,หว้านใหญ่,ตำบลหว้านใหญ่ ,4841,1588
จังหวัดมุกดาหาร ,หว้านใหญ่,ตำบลป่งขาม ,5821,1772
จังหวัดมุกดาหาร ,หว้านใหญ่,ตำบลบางทรายน้อย ,4812,1547
จังหวัดมุกดาหาร ,หว้านใหญ่,ตำบลชะโนด ,2667,846
จังหวัดมุกดาหาร ,หว้านใหญ่,ตำบลดงหมู ,1618,413
จังหวัดมุกดาหาร ,หนองสูง,ตำบลหนองสูง ,1785,578
จังหวัดมุกดาหาร ,หนองสูง,ตำบลโนนยาง ,6113,2025
จังหวัดมุกดาหาร ,หนองสูง,ตำบลภูวง ,2738,823
จังหวัดมุกดาหาร ,หนองสูง,ตำบลบ้านเป้า ,3449,1292
จังหวัดมุกดาหาร ,หนองสูง,ตำบลหนองสูงใต้ ,3985,1296
จังหวัดมุกดาหาร ,หนองสูง,ตำบลหนองสูงเหนือ ,2723,1123
จังหวัดมุกดาหาร ,ท้องถิ่นเทศบาลตำบลร่มเกล้า,ตำบลร่มเกล้า ,3343,1059
จังหวัดมุกดาหาร ,ท้องถิ่นเทศบาลตำบลบ้านแก้ง,ตำบลบ้านแก้ง ,3084,929
จังหวัดมุกดาหาร ,ท้องถิ่นเทศบาลตำบลคำอาฮวน,ตำบลคำอาฮวน ,12801,4615
จังหวัดมุกดาหาร ,ท้องถิ่นเทศบาลตำบลดงเย็น,ตำบลดงเย็น ,10727,3039
จังหวัดมุกดาหาร ,ท้องถิ่นเทศบาลตำบลคำชะอี,ตำบลน้ำเที่ยง ,2385,1126
จังหวัดมุกดาหาร ,ท้องถิ่นเทศบาลตำบลดอนตาล,ตำบลดอนตาล ,2568,952
จังหวัดมุกดาหาร ,ท้องถิ่นเทศบาลตำบลนิคมคำสร้อย,ตำบลนิคมคำสร้อย ,4927,1852
จังหวัดมุกดาหาร ,ท้องถิ่นเทศบาลตำบลนิคมคำสร้อย,ตำบลนากอก ,491,200
จังหวัดมุกดาหาร ,ท้องถิ่นเทศบาลตำบลนิคมคำสร้อย,ตำบลโชคชัย ,828,253
จังหวัดมุกดาหาร ,ท้องถิ่นเทศบาลเมืองมุกดาหาร,ตำบลมุกดาหาร ,26175,12622
จังหวัดมุกดาหาร ,ท้องถิ่นเทศบาลเมืองมุกดาหาร,ตำบลศรีบุญเรือง ,6936,3247
จังหวัดเชียงใหม่ ,เมืองเชียงใหม่,ตำบลช้างเผือก ,2055,2288
จังหวัดเชียงใหม่ ,เมืองเชียงใหม่,ตำบลสันผีเสื้อ ,11986,8976
จังหวัดเชียงใหม่ ,จอมทอง,ตำบลบ้านหลวง ,13601,3999
จังหวัดเชียงใหม่ ,จอมทอง,ตำบลข่วงเปา ,5966,2912
จังหวัดเชียงใหม่ ,จอมทอง,ตำบลสบเตี๊ยะ ,11926,4424
จังหวัดเชียงใหม่ ,จอมทอง,ตำบลบ้านแปะ ,12076,4081
จังหวัดเชียงใหม่ ,จอมทอง,ตำบลดอยแก้ว ,4168,1491
จังหวัดเชียงใหม่ ,จอมทอง,ตำบลแม่สอย ,9239,2948
จังหวัดเชียงใหม่ ,แม่แจ่ม,ตำบลช่างเคิ่ง ,7695,2742
จังหวัดเชียงใหม่ ,แม่แจ่ม,ตำบลท่าผา ,4968,1794
จังหวัดเชียงใหม่ ,แม่แจ่ม,ตำบลบ้านทับ ,6511,2315
จังหวัดเชียงใหม่ ,แม่แจ่ม,ตำบลแม่ศึก ,12950,3275
จังหวัดเชียงใหม่ ,แม่แจ่ม,ตำบลแม่นาจร ,11188,3518
จังหวัดเชียงใหม่ ,แม่แจ่ม,ตำบลปางหินฝน ,7360,2090
จังหวัดเชียงใหม่ ,แม่แจ่ม,ตำบลกองแขก ,6619,2262
จังหวัดเชียงใหม่ ,เชียงดาว,ตำบลเชียงดาว ,12772,5544
จังหวัดเชียงใหม่ ,เชียงดาว,ตำบลแม่นะ ,9882,4310
จังหวัดเชียงใหม่ ,เชียงดาว,ตำบลเมืองคอง ,3935,1535
จังหวัดเชียงใหม่ ,ดอยสะเก็ด,ตำบลลวงเหนือ ,6057,3151
จังหวัดเชียงใหม่ ,ดอยสะเก็ด,ตำบลป่าป้อง ,4329,2071
จังหวัดเชียงใหม่ ,ดอยสะเก็ด,ตำบลสง่าบ้าน ,2078,946
จังหวัดเชียงใหม่ ,ดอยสะเก็ด,ตำบลป่าลาน ,2106,949
จังหวัดเชียงใหม่ ,ดอยสะเก็ด,ตำบลตลาดขวัญ ,4096,2530
จังหวัดเชียงใหม่ ,ดอยสะเก็ด,ตำบลสำราญราษฎร์ ,3581,1513
จังหวัดเชียงใหม่ ,ดอยสะเก็ด,ตำบลแม่คือ ,6113,2911
จังหวัดเชียงใหม่ ,ดอยสะเก็ด,ตำบลตลาดใหญ่ ,3536,1605
จังหวัดเชียงใหม่ ,ดอยสะเก็ด,ตำบลแม่ฮ้อยเงิน ,3595,1553
จังหวัดเชียงใหม่ ,ดอยสะเก็ด,ตำบลแม่โป่ง ,5566,2342
จังหวัดเชียงใหม่ ,ดอยสะเก็ด,ตำบลป่าเมี่ยง ,3482,1463
จังหวัดเชียงใหม่ ,ดอยสะเก็ด,ตำบลเทพเสด็จ ,1831,826
จังหวัดเชียงใหม่ ,แม่แตง,ตำบลแม่แตง ,4979,1801
จังหวัดเชียงใหม่ ,แม่แตง,ตำบลขี้เหล็ก ,9414,3894
จังหวัดเชียงใหม่ ,แม่แตง,ตำบลแม่หอพระ ,5384,2509
จังหวัดเชียงใหม่ ,แม่แตง,ตำบลสบเปิง ,7744,3109
จังหวัดเชียงใหม่ ,แม่แตง,ตำบลบ้านเป้า ,4179,1731
จังหวัดเชียงใหม่ ,แม่แตง,ตำบลสันป่ายาง ,5313,1758
จังหวัดเชียงใหม่ ,แม่แตง,ตำบลป่าแป๋ ,6234,2578
จังหวัดเชียงใหม่ ,แม่แตง,ตำบลเมืองก๋าย ,1694,707
จังหวัดเชียงใหม่ ,แม่แตง,ตำบลบ้านช้าง ,4363,1791
จังหวัดเชียงใหม่ ,แม่แตง,ตำบลกื้ดช้าง ,5569,2292
จังหวัดเชียงใหม่ ,แม่แตง,ตำบลอินทขิล ,5137,2199
จังหวัดเชียงใหม่ ,แม่ริม,ตำบลริมใต้ ,0,1
จังหวัดเชียงใหม่ ,แม่ริม,ตำบลริมเหนือ ,7053,1769
จังหวัดเชียงใหม่ ,แม่ริม,ตำบลสันโป่ง ,10700,5078
จังหวัดเชียงใหม่ ,แม่ริม,ตำบลขี้เหล็ก ,7497,3420
จังหวัดเชียงใหม่ ,แม่ริม,ตำบลสะลวง ,4847,2188
จังหวัดเชียงใหม่ ,แม่ริม,ตำบลห้วยทราย ,4789,3041
จังหวัดเชียงใหม่ ,แม่ริม,ตำบลแม่แรม ,9888,3823
จังหวัดเชียงใหม่ ,แม่ริม,ตำบลโป่งแยง ,11368,3240
จังหวัดเชียงใหม่ ,แม่ริม,ตำบลแม่สา ,5789,3301
